LocationID,ARPLatitude,ARPLongitude
'AK26,64-33-38.3090N,164-26-32.3800W
'WSN,58-42-07.5000N,157-00-09.3000W
'SVW,61-05-49.6100N,155-34-29.3100W
'36H,55-14-00.0210N,160-33-07.2950W
'PBV,56-34-38.5000N,169-39-49.4000W
'KSM,62-03-39.0000N,163-18-06.6000W
'SMK,63-29-24.2000N,162-06-37.4000W
'SNP,57-09-58.7000N,170-13-21.2000W
'WSB,55-31-46.6990N,133-38-30.1100W
'WBB,63-30-57.5000N,162-16-40.8000W
'AK01,60-31-44.3400N,150-37-30.4800W
'AK05,60-32-27.7800N,150-35-57.1800W
'88AK,60-32-25.0000N,150-52-05.0000W
'53AK,60-32-04.1900N,150-56-21.4300W
'AK84,60-31-46.0000N,150-49-51.0000W
'AK39,60-41-49.9110N,150-10-47.8170W
'40AK,60-33-04.3600N,150-50-56.5000W
'SVS,66-01-01.8000N,149-03-15.7000W
'SRV,61-47-23.1000N,156-35-18.7000W
'UMM,63-19-51.7445N,149-07-43.8100W
'8AK6,61-22-19.0030N,150-15-44.0050W
'52AK,61-42-14.5100N,148-54-31.6400W
'AK59,61-47-28.0000N,148-21-06.0000W
'TCT,62-59-34.6000N,156-01-47.0000W
'TLJ,62-53-41.6950N,155-58-40.8450W
'A43,58-04-08.8100N,134-00-55.2830W
'TKL,58-29-22.8590N,133-56-36.3160W
'2AK7,62-18-26.7600N,149-45-07.5000W
'51AK,62-14-32.2400N,150-03-56.9300W
'AA09,62-28-39.0000N,147-46-29.0000W
'AK19,62-10-26.0500N,150-03-51.3900W
'AK8,62-18-48.2900N,150-04-09.6600W
'45AA,62-09-46.4300N,150-32-22.5900W
'21AK,62-04-57.4000N,150-04-00.9500W
'49AK,62-01-28.1310N,149-58-38.0730W
'AA00,62-30-36.5400N,149-55-36.1800W
'3AK3,62-33-49.5600N,150-13-13.8000W
'AK61,62-41-58.6600N,148-54-26.6800W
'TKA,62-19-16.9000N,150-05-33.8000W
'AK44,62-19-08.1720N,150-06-58.1320W
'TSG,63-22-26.6297N,143-19-44.3631W
'7AK0,64-38-50.6100N,151-48-35.5400W
'TAL,65-10-27.8000N,152-06-29.2000W
'7KA,60-52-20.6000N,146-41-28.2000W
'8KA,62-17-35.8330N,153-21-43.0310W
'AK49,65-40-45.3910N,164-47-55.7050W
'AK64,60-52-04.0000N,157-23-31.0000W
'Z14,62-03-53.2390N,146-27-37.8790W
'5AK,62-03-48.2400N,146-26-57.8810W
'2K5,63-22-44.3450N,153-17-03.1750W
'TER,65-14-25.4000N,166-20-21.8000W
'TKE,57-46-46.7700N,135-13-06.3980W
'3T4,63-07-28.9000N,142-31-06.8000W
'KTB,55-41-16.6630N,132-32-12.0330W
'AK56,59-57-47.3770N,158-28-38.0460W
'TNC,65-33-50.5200N,167-55-20.8500W
'TOG,59-03-12.8000N,160-23-48.4000W
'9AK0,62-30-43.6740N,143-14-07.6970W
'8AK9,63-17-59.7390N,143-01-24.0230W
'6K8,63-19-46.2515N,142-57-13.2625W
'57A,55-56-13.6800N,133-19-36.1970W
'OOK,60-32-28.8000N,165-05-13.9000W
'58A,62-06-48.2810N,146-02-27.8400W
'9AK,64-01-32.3750N,148-31-20.4150W
'5AK0,60-48-55.9770N,151-47-56.1020W
'81AK,62-34-03.6870N,150-14-09.6770W
'0AA5,62-18-46.0000N,150-20-09.0000W
'61AK,62-34-03.1900N,150-14-09.1800W
'TLT,61-05-15.8250N,160-55-24.0750W
'Z20,60-20-29.2440N,162-39-56.2340W
'A61,60-20-07.2440N,162-40-01.2340W
'4KA,60-34-10.3000N,165-14-46.6200W
'AK62,55-50-58.7140N,133-13-40.1790W
'A63,59-04-28.2900N,160-16-30.1500W
'93AK,62-11-50.4000N,147-24-39.0000W
'5AK1,61-10-50.7700N,151-02-28.1300W
'9AK3,61-00-49.9840N,151-26-56.0770W
'TYE,61-04-35.9850N,151-08-17.0530W
'AK96,57-30-59.0750N,157-23-09.4250W
'9A8,57-31-24.3300N,157-23-45.5800W
'UMT,69-22-16.0056N,152-08-05.9376W
'UNK,63-53-18.6000N,160-47-56.8000W
'DUT,53-53-56.2000N,166-32-42.1000W
'UTO,65-59-33.9800N,153-42-12.5600W
'3AA3,61-07-48.0000N,146-22-14.0000W
'L93,61-05-13.6400N,146-08-38.4300W
'K55,61-10-38.1730N,145-41-18.3620W
'1AK7,61-08-11.8000N,146-20-43.4000W
'VDZ,61-08-03.1750N,146-14-41.1430W
'VEE,67-00-31.2300N,146-21-58.8900W
'0AK6,61-48-12.1480N,147-56-38.9520W
'AWI,70-38-16.8000N,159-59-41.1000W
'AK03,70-36-48.1600N,159-51-37.2600W
'IWK,65-37-21.2000N,168-05-41.9000W
'0AK1,61-37-00.7700N,149-19-17.5400W
'AK85,61-28-56.4000N,149-45-50.3500W
'D75,61-34-33.8900N,149-40-32.0500W
'71AK,61-31-39.5000N,149-29-46.7200W
'3AK8,61-39-45.1400N,149-23-30.8400W
'60AK,61-36-26.6800N,149-16-46.2000W
'6AK9,61-38-00.4600N,149-40-56.5700W
'3H3,61-35-51.4000N,149-18-58.9000W
'58AK,61-33-09.3200N,149-20-22.7800W
'AK58,61-32-24.0500N,149-32-55.5400W
'36AK,61-20-36.0200N,150-03-59.8700W
'AK83,61-37-38.1000N,149-36-33.5900W
'16AK,61-35-57.0000N,149-20-49.0000W
'AK99,61-26-48.0000N,149-45-40.0000W
'AK45,61-33-33.7500N,149-37-27.4400W
'AK65,61-35-52.6200N,149-21-01.8400W
'7AK8,61-37-16.5000N,149-36-53.7100W
'10AK,61-35-30.7700N,149-40-40.4800W
'79AK,61-28-54.6200N,149-44-38.4700W
'29A,61-37-44.0500N,149-37-04.2250W
'7AK4,61-32-29.3300N,149-27-38.4500W
'AK43,61-34-44.6900N,149-32-19.8600W
'AK79,61-35-36.7800N,149-33-59.4000W
'66AK,61-37-48.0000N,149-34-09.0000W
'06AK,61-37-39.4300N,149-34-31.1900W
'43AK,61-36-02.7400N,149-34-45.0100W
'54AK,61-36-25.4200N,149-34-25.8600W
'4A3,61-34-30.1000N,149-28-32.2000W
'55AK,61-29-44.8100N,149-41-57.5500W
'9AK6,61-37-26.6200N,149-38-53.8800W
'89AK,61-33-33.8000N,149-42-19.6900W
'57AK,61-20-06.1100N,149-59-50.1000W
'65AK,61-33-37.9630N,149-22-06.9890W
'38AK,61-33-44.8200N,149-40-04.2200W
'69AK,61-37-44.0000N,149-25-25.0000W
'5AK8,61-37-52.8600N,149-25-56.7100W
'AA11,61-33-02.6600N,149-40-34.0700W
'4AK0,61-37-45.1200N,149-16-15.8900W
'8AK8,61-37-48.0000N,149-40-57.2900W
'59AK,61-37-54.4100N,149-20-26.2000W
'AK25,61-37-03.0000N,149-36-53.0600W
'6AK7,61-34-29.0000N,149-38-06.0000W
'41AK,61-30-03.2400N,149-38-22.9200W
'3A3,61-36-48.4600N,149-39-56.0500W
'AK47,61-35-08.4800N,149-33-48.0600W
'87AK,61-39-05.5100N,149-17-18.5300W
'67AK,61-32-04.7000N,149-40-12.3600W
'4AK2,61-33-28.7600N,149-25-26.6800W
'AK54,61-35-35.9900N,149-19-34.4300W
'AK16,61-31-24.3100N,149-42-53.5000W
'77AK,61-30-09.6100N,149-35-44.3600W
'5AK5,61-39-25.5200N,149-27-42.1600W
'84AK,61-35-14.0900N,149-20-04.3100W
'6AK8,61-37-05.3400N,149-40-09.0800W
'3K9,61-35-19.5000N,149-23-06.2200W
'AK27,61-38-33.2900N,149-37-28.0200W
'T66,61-37-08.4400N,149-40-42.8200W
'62AK,61-34-22.3000N,149-34-28.9200W
'IYS,61-34-19.1501N,149-32-22.4041W
'5L6,61-35-11.0620N,149-24-26.9970W
'44AK,61-32-00.4000N,150-06-08.8000W
'9AK8,61-37-29.0720N,149-40-56.0280W
'23AK,61-35-38.6900N,149-18-38.6300W
'KWF,55-17-46.7620N,133-14-36.0090W
'KWP,57-46-12.3940N,153-32-56.2130W
'WMO,64-41-21.1000N,163-24-45.9000W
'IEM,60-46-37.8100N,148-43-10.7500W
'AK10,61-43-02.0000N,150-06-34.0000W
'78AK,61-44-05.8000N,150-32-15.0500W
'25AK,61-42-44.0600N,150-03-47.9900W
'AK72,61-42-18.6900N,150-35-57.6300W
'AK34,61-50-07.0910N,150-04-47.0580W
'3AK7,61-45-56.0760N,150-20-20.0600W
'AK57,61-43-32.3400N,150-05-28.3600W
'AK69,61-43-45.5500N,150-05-51.6100W
'MFN,61-43-16.7200N,150-02-48.7300W
'AK68,61-43-13.0000N,150-03-16.0000W
'07AA,61-41-45.4700N,149-57-17.6500W
'35AK,61-38-26.3600N,150-30-58.1300W
'02AK,61-52-36.8800N,150-05-51.5000W
'AK90,61-44-40.9900N,150-06-55.6600W
'AK67,61-44-19.0000N,150-04-22.0000W
'AK08,61-47-23.7100N,150-06-21.7400W
'UUO,61-45-15.0800N,150-03-06.2600W
'2X2,61-44-36.4000N,150-03-34.9000W
'0AK2,61-43-29.0400N,150-41-00.3400W
'WSM,67-24-18.3850N,150-07-15.1600W
'68A,56-27-58.7700N,132-22-48.0650W
'WRG,56-29-03.6000N,132-22-11.4000W
'0AA1,60-04-51.0550N,142-29-43.7800W
'A57,59-11-56.8800N,138-26-45.1600W
'3AK,59-09-51.6000N,138-29-19.7000W
'AK76,59-07-34.6250N,138-24-31.7950W
'A67,59-24-51.8250N,139-02-01.3950W
'A68,59-33-10.3350N,139-30-36.8000W
'A69,59-14-58.5500N,138-30-14.9950W
'2Y3,59-34-39.7000N,139-44-59.8000W
'YAK,59-30-11.9000N,139-39-36.9000W
'A77,63-00-06.7250N,156-22-02.4970W
'78K,55-54-58.6850N,131-48-04.0810W
'L20,65-18-41.4750N,143-08-02.8300W
'0J0,31-36-00.8000N,085-14-17.9100W
'2A8,34-13-01.7100N,087-09-29.3700W
'AL03,32-50-51.0000N,087-42-50.0000W
'EET,33-10-40.0000N,086-46-59.6000W
'AL39,33-15-06.6900N,086-48-42.3500W
'8A0,34-13-44.8000N,086-15-20.7000W
'ALX,32-54-53.1000N,085-57-46.6000W
'AIV,33-06-24.2800N,088-11-49.8300W
'79J,31-18-30.1000N,086-23-32.0000W
'04AL,33-37-35.0000N,085-58-02.0000W
'ANB,33-35-17.4000N,085-51-29.2000W
'AL42,33-39-21.6200N,085-49-28.0000W
'1M3,34-58-44.7000N,086-52-59.8000W
'0AL2,33-16-37.9800N,085-49-29.3500W
'26A,33-17-03.1100N,085-48-32.2750W
'AL60,33-50-19.3550N,086-12-40.9150W
'5AL9,34-48-10.1400N,086-58-50.1800W
'0R1,31-00-58.4000N,087-26-48.3000W
'AUO,32-36-54.4000N,085-26-02.4000W
'1R8,30-52-13.2000N,087-49-09.6000W
'5R7,30-27-18.9000N,088-12-40.3000W
'EKY,33-18-45.4000N,086-55-34.7000W
'AL19,33-22-17.6100N,086-59-27.6200W
'AL66,33-31-10.3790N,086-48-48.9640W
'AL50,33-29-51.3810N,086-50-46.9660W
'BHM,33-33-50.0000N,086-45-08.3000W
'AL40,33-32-35.3830N,086-59-08.9800W
'0AL8,33-27-50.6600N,086-46-22.3300W
'AL49,33-32-09.3780N,086-48-40.9650W
'AL21,33-30-43.3770N,086-40-38.9530W
'9AL9,33-28-43.2000N,086-42-07.2000W
'AL65,33-35-49.1000N,086-40-04.1100W
'AL91,33-30-15.3790N,086-48-18.9630W
'AL45,33-30-58.0600N,086-44-03.0600W
'AL38,33-30-24.2700N,086-48-11.7000W
'AL29,34-07-45.3500N,086-37-59.9760W
'8AL3,34-08-30.3600N,086-05-18.8400W
'1AL0,34-13-13.4600N,086-09-27.5400W
'AL30,33-59-27.0000N,087-04-40.0000W
'12J,31-03-03.0000N,087-03-57.5000W
'0AL6,31-07-32.4100N,087-04-24.4900W
'10AL,34-54-49.8300N,085-46-15.1000W
'09A,32-07-09.5000N,088-07-38.9000W
'42AL,32-05-36.5400N,088-12-36.6900W
'61A,31-58-47.1000N,087-20-20.8000W
'AL32,34-19-21.3200N,085-38-37.3700W
'PYP,34-05-23.7000N,085-36-36.3000W
'AL27,34-06-20.3500N,085-33-56.8580W
'0A8,32-56-12.9800N,087-05-25.9700W
'5AL1,31-40-50.5660N,086-40-54.9010W
'6AL6,31-23-18.9000N,088-05-33.3000W
'5R1,31-27-06.0008N,088-11-39.9359W
'7AL6,33-19-20.7600N,086-21-28.3700W
'35AL,31-05-22.5500N,088-14-42.2600W
'5AL4,32-52-51.0000N,086-37-19.0000W
'02A,32-51-01.7441N,086-36-41.1569W
'01AL,32-56-45.4420N,086-30-49.9260W
'11A,31-53-00.0000N,085-29-06.8000W
'91AL,33-11-11.8300N,086-37-36.4800W
'1AL2,33-14-49.7500N,086-35-52.5000W
'AL13,32-10-20.5480N,085-01-43.7490W
'9A4,34-39-33.9000N,087-20-56.1000W
'AL51,32-24-58.0000N,085-17-57.0000W
'15A,30-54-32.9000N,087-59-46.8000W
'3AL9,34-12-07.1400N,086-48-23.4000W
'CMD,34-16-07.3000N,086-51-28.9000W
'5AL6,32-49-06.5700N,085-44-29.4400W
'30AL,34-22-22.8000N,087-04-49.8000W
'4AL3,30-35-30.5000N,087-49-21.3000W
'4R9,30-15-37.7700N,088-07-38.9000W
'1AL1,34-35-31.5500N,086-58-19.6500W
'DCU,34-39-14.6000N,086-56-43.3000W
'AL14,32-30-20.0000N,087-50-11.0000W
'DYA,32-27-49.8000N,087-57-14.6000W
'DHN,31-19-15.7000N,085-26-58.1000W
'AL59,31-14-14.5200N,085-27-17.2200W
'AL20,31-13-05.2500N,085-22-00.6600W
'3M2,34-08-39.5000N,087-19-39.9000W
'14J,31-24-36.1500N,086-05-25.2100W
'7AL9,30-28-00.7070N,087-32-29.9360W
'AL08,30-25-28.0000N,087-32-07.0000W
'AL55,30-26-30.7100N,087-27-49.9260W
'EDN,31-17-59.0000N,085-53-59.4000W
'EUF,31-57-04.7000N,085-07-44.1000W
'3A7,32-49-13.5000N,087-51-54.3000W
'0AL3,31-25-48.3600N,086-56-24.7800W
'GZH,31-24-54.0000N,087-02-36.1000W
'CQF,30-27-37.8000N,087-52-37.3000W
'AL78,30-31-36.6980N,087-51-14.9690W
'3AL0,33-42-33.0000N,087-49-25.0000W
'M95,33-42-32.7789N,087-48-54.7521W
'43AL,34-46-08.1100N,085-41-46.3400W
'4AL7,34-44-41.0000N,085-41-23.4000W
'0AL5,31-01-56.0000N,087-15-10.0000W
'0J4,31-02-32.9050N,086-18-41.6200W
'7AL8,31-00-03.2800N,086-18-49.1600W
'AL22,34-47-37.6900N,087-40-59.8100W
'AL46,34-54-09.3060N,087-35-14.0920W
'0AL9,34-51-00.0000N,087-37-57.0000W
'NBJ,30-23-20.7140N,087-38-06.9450W
'02AL,30-22-17.2700N,087-45-52.0000W
'3AL4,30-25-36.0100N,087-41-06.4100W
'5R4,30-25-39.6000N,087-42-03.5000W
'0AL1,30-26-38.0000N,087-39-25.0000W
'67A,31-58-20.5350N,086-35-29.9090W
'0AL4,34-26-31.9300N,085-45-20.9500W
'2AL5,34-23-34.0000N,085-39-54.0000W
'4A9,34-28-25.3000N,085-43-17.0000W
'SXS,31-21-45.6100N,085-50-57.7800W
'HEY,31-21-20.6430N,085-39-06.7070W
'LOR,31-21-21.0000N,085-45-04.2000W
'24AL,31-13-32.5500N,085-33-41.7400W
'20AL,31-20-19.7300N,086-05-30.2900W
'25AL,31-16-11.5500N,086-02-27.3800W
'14AL,31-09-12.7400N,085-44-01.2500W
'15AL,31-05-37.0000N,085-47-16.6000W
'12AL,31-24-50.3200N,085-27-35.4600W
'18AL,31-49-00.0700N,085-39-06.5400W
'06AL,31-23-18.3800N,085-58-20.7300W
'22AL,31-21-38.8600N,086-00-49.4300W
'17AL,31-22-48.6700N,085-34-48.9900W
'21AL,31-17-15.5500N,086-07-48.2200W
'OZR,31-16-32.7900N,085-42-48.0600W
'11AL,31-23-37.3000N,085-45-05.4000W
'13AL,31-21-32.3000N,085-37-13.9600W
'16AL,31-24-30.2800N,085-41-21.2800W
'FHK,31-19-00.6180N,085-39-59.7670W
'19AL,31-28-56.7500N,085-47-06.2300W
'23AL,31-27-53.8300N,085-50-46.8100W
'07AL,31-07-30.6300N,085-58-44.7800W
'05AL,31-13-52.2300N,085-38-58.9300W
'0AL7,34-00-30.0000N,085-57-55.0000W
'GAD,33-58-21.5359N,086-05-20.7004W
'AL18,33-40-34.3730N,086-52-02.9780W
'AL43,32-54-30.4650N,088-20-00.1200W
'33J,31-03-09.4500N,085-52-08.2000W
'8AL9,31-02-59.1300N,085-53-31.1900W
'7A0,32-40-53.3000N,087-39-43.5000W
'68AL,31-48-30.2400N,086-31-30.0000W
'PRN,31-50-44.5000N,086-36-38.7000W
'71AL,31-48-31.6300N,086-31-24.6900W
'3A0,31-41-21.5660N,087-45-40.9950W
'AL96,30-17-54.0000N,087-44-27.0000W
'AL75,30-15-47.8000N,087-38-12.8000W
'JKA,30-17-22.7000N,087-40-18.4000W
'8A1,34-24-06.1987N,086-15-56.8034W
'5AL0,34-21-54.6200N,086-25-22.7100W
'AL10,34-39-04.3230N,086-25-00.9540W
'1M4,34-16-49.2000N,087-36-01.5000W
'HAB,34-07-01.0000N,087-59-53.6000W
'9AL8,34-07-37.9000N,087-59-27.0000W
'2AL7,34-03-46.0000N,086-43-23.0000W
'AL92,33-18-26.4020N,086-24-12.9230W
'3AL1,31-03-01.5000N,085-41-07.0000W
'AL62,31-04-58.6410N,085-41-00.7590W
'4AL4,34-25-38.0000N,086-54-54.0000W
'5M0,34-24-29.6000N,086-55-58.6000W
'00AL,34-51-53.3170N,086-46-12.9990W
'M38,34-54-57.6000N,086-38-49.6000W
'0J6,31-21-50.9000N,085-18-45.1000W
'6AL3,34-34-55.3700N,085-45-20.0600W
'AL70,33-21-08.0000N,086-47-16.0000W
'9AL1,33-25-13.0000N,086-40-10.0000W
'8AL1,33-21-17.0000N,086-51-21.0000W
'AL93,34-53-08.3160N,086-42-35.9920W
'MDQ,34-51-33.7000N,086-33-27.1000W
'0AL0,34-41-18.3270N,086-35-19.9730W
'HSV,34-38-13.9000N,086-46-30.2000W
'4AL8,34-29-25.9500N,086-40-24.3600W
'3M5,34-44-50.5000N,086-27-39.5000W
'AL36,34-43-16.0200N,086-34-50.6600W
'AL05,32-13-16.8096N,085-28-18.4188W
'AL37,31-33-18.1000N,085-58-38.2000W
'4R3,31-28-14.0150N,087-53-45.2450W
'3AL5,33-50-07.1000N,085-45-50.1000W
'JFX,33-54-07.2000N,087-18-49.8000W
'AL63,33-50-38.4200N,087-14-11.9900W
'5AL7,31-15-00.0000N,086-10-00.0000W
'7A3,32-48-42.9080N,085-13-46.7315W
'4AL9,31-58-29.0000N,086-17-38.0000W
'7AL1,34-59-37.5000N,087-20-31.0000W
'AL88,30-25-35.7120N,087-28-14.9260W
'9AL6,30-24-25.9500N,087-26-30.5300W
'57AL,30-39-11.5000N,087-43-25.5000W
'1AL5,30-38-11.0000N,087-44-52.0000W
'AL35,30-37-10.6910N,087-42-15.9570W
'AL97,30-38-41.0000N,087-40-10.0000W
'04A,31-44-10.9930N,086-15-44.8367W
'7AL7,31-03-52.2000N,085-26-21.8000W
'2AL1,30-25-26.7100N,087-46-39.9610W
'AL76,32-50-55.4530N,086-52-11.9580W
'A08,32-30-37.8000N,087-23-05.2000W
'AL95,31-16-24.6130N,088-00-45.0020W
'AL09,34-32-27.0850N,085-35-32.2550W
'BFM,30-37-36.4000N,088-04-05.1000W
'MOB,30-41-29.1000N,088-14-34.2000W
'AL82,30-40-45.6850N,088-12-00.0120W
'26AL,30-37-27.0000N,088-16-43.0000W
'62AL,30-41-00.6880N,088-22-19.0400W
'AL52,30-42-25.5500N,088-05-50.1800W
'MVC,31-27-29.0000N,087-21-03.7000W
'1AL6,31-29-55.8600N,087-19-15.0100W
'5AL3,33-09-10.4220N,086-51-04.9600W
'AL11,32-19-39.1000N,086-16-35.6000W
'1AL7,32-22-39.0000N,086-17-54.0000W
'AL12,32-21-30.5010N,086-07-29.8670W
'MXF,32-22-58.6000N,086-21-56.8000W
'MGM,32-18-02.3000N,086-23-38.3000W
'1AL8,33-36-40.0000N,086-28-28.0000W
'AL34,34-26-49.3440N,087-23-10.0780W
'AL86,34-29-02.6800N,087-17-05.5500W
'AL44,32-58-10.1650N,087-38-13.2750W
'AL24,33-40-38.3730N,086-51-53.9770W
'5AL5,34-41-28.0000N,087-39-10.0000W
'MSL,34-44-43.1000N,087-36-36.8000W
'AL53,34-44-50.2300N,087-40-39.9800W
'3AL6,33-39-24.4000N,086-24-44.9000W
'20A,33-58-16.6000N,086-22-49.4000W
'4AL2,33-55-47.0000N,086-29-41.0000W
'3AL2,32-38-21.0000N,085-24-08.0000W
'AL89,32-43-07.4730N,085-22-00.8050W
'7AL4,30-16-40.0000N,087-32-36.0000W
'6AL7,30-17-26.8000N,087-37-51.0000W
'AL71,32-48-13.4560N,085-58-49.8690W
'3AL8,34-37-09.0000N,086-28-01.0000W
'7AL3,33-36-01.6128N,085-51-51.4188W
'71J,31-25-54.5232N,085-37-13.9221W
'AL87,31-27-03.3000N,085-37-56.0300W
'36AL,31-29-34.4000N,085-32-03.4000W
'PLR,33-33-31.8000N,086-14-56.6000W
'37AL,33-36-13.8100N,086-18-10.6100W
'AL33,31-02-09.7100N,087-35-37.7100W
'50AL,30-20-48.8800N,087-30-20.7000W
'2AL8,32-25-16.0000N,085-14-53.0000W
'AL79,32-16-10.5110N,086-05-55.8590W
'84AL,31-18-11.1600N,085-31-37.3800W
'7AL5,31-17-23.6500N,085-32-25.7200W
'AL16,33-43-36.3650N,086-43-24.9680W
'1A9,32-26-19.4000N,086-30-45.7000W
'HUA,34-40-43.1570N,086-41-05.2170W
'3M8,33-23-12.3100N,088-00-23.6850W
'2AL2,33-09-26.1300N,085-23-20.8200W
'7A5,33-07-46.8400N,085-22-19.9750W
'AL25,32-14-32.5270N,085-36-03.8140W
'1AL4,30-32-41.0000N,087-33-34.0000W
'AL84,30-33-30.6970N,087-36-14.9450W
'M22,34-26-42.3000N,087-42-41.9000W
'5AL8,31-06-18.0000N,085-59-35.0000W
'1A4,31-06-13.3300N,086-03-45.3600W
'36AA,32-43-00.6100N,087-44-58.2900W
'03AL,34-39-45.3500N,086-02-48.3600W
'4A6,34-41-19.3000N,086-00-21.4000W
'SEM,32-20-38.2080N,086-59-16.1000W
'AL90,32-25-43.2100N,087-03-25.2400W
'AL69,30-30-30.7030N,087-29-29.9310W
'AL74,30-45-51.6780N,088-18-21.0290W
'9AL7,32-21-55.0000N,085-48-43.0000W
'AL41,31-06-57.6380N,085-37-31.7600W
'AL58,30-40-31.7130N,087-57-35.5360W
'2R5,30-30-06.9000N,088-16-30.4000W
'7AL2,33-51-53.3550N,086-18-39.0090W
'7A6,34-53-10.5950N,085-48-11.8400W
'HL2,31-03-49.0000N,087-52-12.0000W
'4AL6,30-28-00.7050N,087-40-59.9510W
'NFD,30-30-27.7020N,087-38-43.9480W
'SCD,33-10-18.6000N,086-18-19.9000W
'46AL,33-11-54.0000N,086-28-30.0000W
'ASN,33-34-10.2150N,086-03-04.3250W
'AL83,32-32-00.4300N,085-54-42.1700W
'41A,32-30-53.8000N,085-52-34.3000W
'2AL6,30-29-57.5000N,088-11-53.4000W
'5AL2,30-31-35.6990N,088-05-55.9960W
'AL67,30-25-52.0000N,088-10-45.0000W
'3AL7,32-17-06.0000N,087-31-12.0000W
'AL48,31-55-50.5480N,087-44-15.0140W
'AL77,31-44-26.0000N,086-00-25.3000W
'TOI,31-51-36.0000N,086-00-50.0000W
'AL26,33-12-21.3400N,087-31-34.8700W
'3AL3,33-10-26.6000N,087-33-25.4000W
'TCL,33-13-14.2591N,087-36-41.0454W
'27AL,32-27-12.7000N,085-33-29.3600W
'06A,32-27-37.7000N,085-40-48.1000W
'AL73,32-29-30.8000N,085-46-32.1000W
'07A,32-10-00.5300N,085-48-34.8300W
'AL07,32-49-46.3100N,085-10-07.3600W
'M55,33-50-48.1880N,088-06-55.7130W
'4AL1,33-17-40.0000N,085-28-49.0000W
'2AL3,32-27-19.4910N,086-07-09.0000W
'08A,32-31-39.4532N,086-19-51.0530W
'AL94,30-48-45.6760N,088-22-38.0430W
'34AL,33-14-47.5200N,086-28-08.8800W
'AL17,33-14-02.4110N,086-30-46.9320W
'AL54,33-51-48.0000N,087-50-43.0000W
'99AL,33-25-37.6000N,085-29-36.3700W
'8AL8,33-22-22.9400N,085-23-48.4200W
'4AL5,34-39-58.8500N,086-13-20.2300W
'M73,34-24-44.9087N,091-27-55.0608W
'54AR,35-23-34.2800N,093-45-31.3400W
'41AR,34-07-24.0000N,093-20-59.0000W
'ADF,34-05-59.3000N,093-03-57.9000W
'CVK,36-15-53.6000N,091-33-45.6000W
'AR76,35-17-19.3080N,091-21-30.4620W
'M60,35-16-18.8600N,091-16-13.1900W
'M74,35-17-58.1000N,091-33-27.7000W
'BVX,35-43-34.4000N,091-38-50.8000W
'AR24,35-46-01.6300N,091-38-07.5700W
'1AR0,35-23-55.3020N,091-08-00.4430W
'25AR,35-08-00.3210N,093-28-30.6740W
'SUZ,34-35-25.4387N,092-28-45.9695W
'04AR,34-34-27.2800N,092-35-09.7100W
'VBT,36-20-42.9000N,094-13-09.6000W
'27AR,36-20-20.4400N,094-11-25.7800W
'4M1,36-22-52.8000N,093-37-28.4000W
'AR41,36-21-33.2700N,093-33-03.2500W
'AR51,36-13-26.2610N,093-34-41.6800W
'AR13,34-59-10.3150N,092-38-00.5850W
'BYH,35-57-51.6000N,089-56-38.2000W
'HKA,35-56-25.5000N,089-49-50.9000W
'AR30,35-56-36.3000N,089-55-03.9000W
'4M2,35-08-58.2948N,093-51-48.2024W
'15AR,34-49-33.1000N,090-32-36.0000W
'M36,34-52-49.0000N,091-10-35.2000W
'12XS,34-57-17.0000N,091-50-14.0000W
'3AR3,35-03-34.4900N,092-04-55.2500W
'73AR,35-02-54.6800N,092-03-13.4700W
'3AR4,35-00-20.3600N,092-04-38.8000W
'AR28,34-56-20.1750N,092-01-26.7500W
'4AR2,34-54-36.0000N,092-00-24.0000W
'4AR1,35-02-28.5600N,092-06-03.6600W
'37T,36-09-52.3000N,092-08-40.1000W
'CDH,33-37-22.1000N,092-45-48.2000W
'AR42,33-34-35.9200N,092-50-08.3700W
'RBM,34-51-00.3240N,092-18-00.5450W
'4M3,34-48-29.6000N,091-42-43.6000W
'6AR1,36-16-40.4700N,094-11-47.7600W
'2AR5,36-22-59.0000N,094-17-38.0000W
'AR03,35-07-07.3100N,093-12-05.6300W
'28AR,35-50-00.0000N,091-26-00.0000W
'4AR5,35-22-15.0000N,090-45-02.0000W
'AR05,35-12-57.3100N,093-18-17.6400W
'4M8,34-38-47.7200N,091-23-40.9800W
'H35,35-28-14.4990N,093-25-37.7580W
'AR71,35-28-03.2990N,093-25-08.6570W
'AR02,35-27-40.3300N,093-26-43.2800W
'CCA,35-35-51.9000N,092-27-05.7000W
'2A2,35-39-02.5885N,092-24-13.7266W
'31AR,35-33-35.9100N,092-27-06.4800W
'DRP,35-07-12.2000N,090-49-35.4000W
'7AR3,35-09-04.0000N,090-48-56.0000W
'AR06,35-13-57.0000N,092-20-36.0000W
'CXW,35-01-11.6000N,092-33-18.4000W
'4AR3,35-05-07.7500N,092-27-29.9200W
'AR88,35-03-17.3100N,092-21-14.5540W
'4M9,36-24-15.2330N,090-38-52.5350W
'61AR,36-18-30.2440N,092-31-50.5840W
'1AR1,34-31-37.8400N,091-52-21.5900W
'0AR2,35-16-00.3160N,090-21-00.3570W
'AR07,33-08-30.4300N,091-56-00.4700W
'CRT,33-10-42.0000N,091-52-48.7000W
'32A,35-05-13.0000N,093-25-39.1000W
'50AR,35-03-16.3240N,093-23-15.6650W
